Transect,drone_metric,drone_value,EVI,TCB,TCW,TCG
T1,Excess Greenness,66.19085693,4655,3161,-1141,1850
J2,Excess Greenness,26.67934799,3701,2942,-1507,1359
J2,Excess Greenness,21.55993462,3819,3073,-1609,1391
J2,Excess Greenness,58.11456299,4034,3061,-1510,1482
J2,Excess Greenness,55.93935013,4393,3127,-1418,1610
J2,Excess Greenness,42.88710022,4293,3186,-1435,1616
J2,Excess Greenness,17.69428635,2485,2748,-1358,827
J2,Excess Greenness,38.58174133,3812,2927,-1402,1391
J2,Excess Greenness,40.7605629,4164,3064,-1433,1556
J2,Excess Greenness,22.48698044,3936,3101,-1528,1446
J2,Excess Greenness,55.19046783,4301,3137,-1386,1661
J2,Excess Greenness,69.30805969,4870,3003,-1117,1872
J2,Excess Greenness,66.39487457,4554,3114,-1338,1694
J2,Excess Greenness,37.35865784,3001,2922,-1493,1082
J2,Excess Greenness,39.74068069,2472,2833,-1407,790
J2,Excess Greenness,19.96139145,3085,2927,-1576,1125
J2,Excess Greenness,17.239851,3910,3098,-1539,1420
J2,Excess Greenness,25.39565086,4139,3130,-1490,1518
J2,Excess Greenness,21.04027939,4061,3114,-1510,1481
J2,Excess Greenness,44.9876709,4150,3174,-1519,1518
J2,Excess Greenness,69.72956848,4931,3114,-1198,1915
J2,Excess Greenness,70.78800201,4991,3131,-1175,1892
J2,Excess Greenness,45.45165634,2206,2822,-1390,717
J2,Excess Greenness,31.61279106,3165,2793,-1480,1038
J2,Excess Greenness,14.68945122,3572,2927,-1641,1233
J2,Excess Greenness,16.13710213,3975,3166,-1558,1469
J2,Excess Greenness,20.78643608,4131,3159,-1540,1491
J2,Excess Greenness,29.528862,4105,3227,-1536,1520
J2,Excess Greenness,52.84579849,4057,3293,-1575,1508
J2,Excess Greenness,70.59781647,4542,3230,-1366,1718
J2,Excess Greenness,33.02585983,2950,2770,-1366,1016
J2,Excess Greenness,23.21099854,3853,2844,-1455,1339
J2,Excess Greenness,16.13973618,3904,2947,-1518,1394
J2,Excess Greenness,17.15259933,3878,3075,-1608,1387
J2,Excess Greenness,23.99057007,4044,3168,-1593,1464
J2,Excess Greenness,30.03621101,4241,2843,-1223,1559
J2,Excess Greenness,45.34950256,4463,2892,-1226,1664
J2,Excess Greenness,43.0512085,4629,2894,-1161,1713
J1,Excess Greenness,2.059943199,4559,3272,-1374,1798
J1,Excess Greenness,5.315250874,4629,3331,-1394,1794
J1,Excess Greenness,7.047031879,4481,3380,-1522,1705
J1,Excess Greenness,10.30919647,4358,3394,-1575,1640
J1,Excess Greenness,11.46587467,4243,3420,-1614,1596
J1,Excess Greenness,13.44079685,4159,3371,-1658,1539
J1,Excess Greenness,21.89472008,3950,3314,-1707,1450
J1,Excess Greenness,52.65799332,4137,3170,-1521,1525
J1,Excess Greenness,48.33281326,4099,3065,-1474,1496
J1,Excess Greenness,42.19939804,3756,2989,-1472,1347
J1,Excess Greenness,33.17707443,4799,3126,-1243,1854
J1,Excess Greenness,34.34963608,4721,3253,-1339,1823
J1,Excess Greenness,24.40660286,4337,3314,-1496,1648
J1,Excess Greenness,19.96801186,4202,3350,-1610,1573
J1,Excess Greenness,17.63886833,4194,3365,-1608,1563
J1,Excess Greenness,18.07562637,4124,3353,-1644,1544
J1,Excess Greenness,17.64684296,3990,3294,-1638,1474
J1,Excess Greenness,40.3272438,4063,3158,-1499,1504
J1,Excess Greenness,59.29632568,4040,3037,-1456,1459
J1,Excess Greenness,47.26572418,2933,3012,-1467,1027
J1,Excess Greenness,69.38262939,5002,3163,-1140,1973
J1,Excess Greenness,56.94093323,4693,3208,-1272,1830
J1,Excess Greenness,42.1390152,4484,3179,-1322,1725
J1,Excess Greenness,25.68626785,4264,3216,-1447,1624
J1,Excess Greenness,20.59202194,4126,3237,-1546,1554
J1,Excess Greenness,17.9227581,4149,3294,-1589,1544
J1,Excess Greenness,23.33368111,4066,3257,-1559,1518
J1,Excess Greenness,61.73777008,4021,3044,-1505,1480
J1,Excess Greenness,64.68988037,3834,2954,-1353,1381
J1,Excess Greenness,36.77693176,2344,2870,-1362,710
J1,Excess Greenness,45.8859787,4978,3091,-1120,1928
J1,Excess Greenness,51.24897766,4760,3042,-1156,1827
J1,Excess Greenness,44.46175385,4696,2915,-1114,1792
J1,Excess Greenness,32.76727295,4438,3080,-1275,1683
J1,Excess Greenness,25.91410255,4308,3089,-1375,1602
J1,Excess Greenness,13.41949844,3998,3165,-1628,1511
J1,Excess Greenness,25.88696289,4028,3118,-1556,1435
J1,Excess Greenness,46.21746063,3863,2952,-1428,1392
J1,Excess Greenness,22.35890579,2729,2911,-1300,929
J1,Excess Greenness,6.767374039,3127,2765,-1294,1076
J1,Excess Greenness,27.04677963,5046,3047,-1114,1911
J1,Excess Greenness,45.77745056,4829,2971,-1084,1861
J1,Excess Greenness,36.63131332,4746,2990,-1130,1794
J1,Excess Greenness,20.67652512,4486,3122,-1322,1709
J1,Excess Greenness,10.48916626,4347,3135,-1368,1634
J1,Excess Greenness,3.63205409,4066,3108,-1535,1521
J1,Excess Greenness,3.313385725,3797,2971,-1582,1333
J1,Excess Greenness,1.716081977,3060,2854,-1406,1011
J1,Excess Greenness,0.152391866,2485,2748,-1358,827
J1,Excess Greenness,5.9087E-10,3812,2927,-1402,1391
T10,Max Height,0.811999977,4471,3056,-1193,1737
T10,Max Height,0.788749993,4356,3119,-1234,1711
T10,Max Height,1.213916659,4209,3188,-1264,1663
T10,Max Height,2.354300022,4393,3150,-1233,1724
T10,Max Height,0.423000008,4185,3040,-1303,1574
T10,Max Height,0.562518418,4041,3194,-1367,1585
T10,Max Height,0.645240247,4145,3174,-1314,1630
T10,Max Height,1.513146043,4199,3173,-1270,1660
T10,Max Height,2.296606541,4500,3171,-1210,1784
T10,Max Height,0.519959986,4261,3003,-1232,1611
T10,Max Height,0.626165986,4033,3242,-1404,1568
T10,Max Height,0.767056584,4214,3228,-1358,1660
T10,Max Height,1.757902622,4361,3211,-1275,1729
T10,Max Height,2.642900229,4659,3066,-1184,1858
T10,Max Height,1.343000054,3898,3159,-1362,1488
T10,Max Height,1.739807367,4316,3035,-1194,1638
T10,Max Height,2.013423681,4113,3251,-1440,1583
T10,Max Height,3.082808733,4254,3230,-1358,1675
T10,Max Height,4.091330528,4470,3170,-1202,1783
T10,Max Height,3.413896799,4708,3162,-1188,1888
T10,Max Height,3.129353285,4144,3165,-1387,1573
T10,Max Height,3.494512558,4455,2999,-1241,1692
T10,Max Height,4.217110157,4318,3089,-1309,1647
T10,Max Height,5.061311722,4021,3233,-1412,1553
T10,Max Height,4.914972782,4436,3146,-1310,1722
T10,Max Height,3.070328236,4518,3146,-1247,1779
T10,Max Height,5.333240032,4149,2955,-1256,1532
T10,Max Height,5.758201599,4386,2977,-1261,1617
T10,Max Height,6.614581108,4501,3007,-1189,1675
T10,Max Height,6.064144611,4182,3132,-1359,1591
T10,Max Height,3.957135439,4370,3158,-1326,1688
T10,Max Height,7.692939758,4582,2709,-1011,1671
T10,Max Height,8.029087067,4391,2838,-1151,1618
T10,Max Height,7.997731209,4307,2978,-1222,1596
T10,Max Height,5.480821609,4532,3009,-1161,1770
T10,Max Height,7.999819756,4656,2662,-951,1718
T10,Max Height,8.524454117,4638,2676,-950,1686
T10,Max Height,6.163894653,4403,2878,-1182,1614
T10,Max Height,2.451954842,4699,2972,-1131,1794
T9,Max Height,0.474000007,4130,3032,-1117,1609
T9,Max Height,1.370970011,4060,3072,-1200,1606
T9,Max Height,0.608900011,4302,3215,-1217,1708
T9,Max Height,0.593320012,4355,3258,-1263,1740
T9,Max Height,0.847450018,4088,2925,-1122,1584
T9,Max Height,0.683968306,4118,3010,-1132,1604
T9,Max Height,0.478893191,4538,3272,-1223,1830
T9,Max Height,0.75511241,4422,3328,-1286,1780
T9,Max Height,0.930509984,4744,3158,-1159,1888
T9,Max Height,0.5085513,4719,3279,-1163,1907
T9,Max Height,0.438365996,4639,3335,-1253,1899
T9,Max Height,0.620896101,4442,3360,-1321,1794
T9,Max Height,1.69738996,4527,3336,-1278,1764
T9,Max Height,0.832618713,4562,3342,-1266,1807
T9,Max Height,1.225539207,4677,3326,-1277,1860
T9,Max Height,0.851447105,4596,3317,-1318,1841
T9,Max Height,5.450210094,4102,3111,-1269,1546
T9,Max Height,3.88257432,4289,3236,-1346,1624
T9,Max Height,4.180082798,4252,3316,-1387,1644
T9,Max Height,2.663794756,4524,3169,-1243,1804
T9,Max Height,7.389039993,4252,2770,-1185,1526
T9,Max Height,6.732398987,4129,2827,-1232,1523
T9,Max Height,7.123289585,4258,2807,-1169,1594
T9,Max Height,4.760412216,4576,2769,-1083,1724
T9,Max Height,7.261300087,3825,2840,-1304,1383
T9,Max Height,6.651221275,4049,2793,-1263,1428
T9,Max Height,7.972991943,4266,2706,-1106,1530
T9,Max Height,5.830883026,4597,2650,-969,1700
T9,Max Height,4.530620098,3758,2895,-1396,1306
T9,Max Height,4.684183598,3875,2804,-1281,1399
T9,Max Height,5.358124733,4586,2789,-1064,1680
T9,Max Height,4.886254787,4615,2877,-1007,1719
T9,Max Height,2.208460093,4199,2871,-1291,1501
T9,Max Height,2.661643028,4369,2807,-1186,1599
T9,Max Height,5.515535355,4484,2972,-1191,1676
T9,Max Height,5.648483276,4181,3077,-1296,1585
T7,Max Height,2.18961668,3666,3092,-1704,1300
T7,Max Height,5.970772743,3625,3082,-1735,1292
T7,Max Height,7.428862095,3711,3046,-1667,1291
T7,Max Height,5.8388834,3721,3123,-1661,1334
T7,Max Height,8.091876984,3824,3139,-1647,1362
T7,Max Height,7.682492733,3822,3117,-1643,1339
T7,Max Height,7.194983482,3630,3116,-1621,1275
T7,Max Height,7.758409977,3904,3144,-1611,1375
T7,Max Height,7.450026989,3799,3098,-1641,1359
T7,Max Height,5.007199764,3579,3110,-1660,1246
T7,Max Height,7.165158749,3719,3113,-1638,1320
T7,Max Height,7.100411415,3785,3072,-1635,1342
T7,Max Height,6.400700092,3747,3161,-1646,1326
T7,Max Height,7.472558498,3785,3159,-1645,1359
T7,Max Height,4.506224632,3708,3090,-1680,1303
T7,Max Height,7.845350266,3624,3173,-1731,1268
T7,Max Height,7.90524292,3658,3135,-1724,1275
T7,Max Height,3.781313658,3601,3043,-1695,1243
T7,Max Height,6.269999981,3464,3102,-1769,1178
T7,Max Height,4.099649906,3558,3052,-1711,1213
T7,Max Height,4.022409916,3562,2984,-1663,1237
T6,Max Height,6.651637554,2756,2746,-1361,953
T6,Max Height,8.074878693,3350,2625,-1353,1173
T6,Max Height,6.991476536,3365,2752,-1447,1156
T6,Max Height,7.266881943,2773,2737,-1397,957
T6,Max Height,7.851531982,3337,2639,-1392,1146
T6,Max Height,7.288633347,3369,2693,-1390,1146
T6,Max Height,7.192532063,3074,2653,-1376,1078
T6,Max Height,7.399960518,3298,2745,-1451,1138
T6,Max Height,8.679093361,3327,2695,-1436,1140
T6,Max Height,6.614428997,3214,2735,-1429,1126
T6,Max Height,6.644366264,3346,2847,-1466,1160
T6,Max Height,8.676939964,3414,2730,-1454,1164
T6,Max Height,6.173967361,3290,2887,-1491,1139
T6,Max Height,6.508687496,3376,2904,-1518,1181
T6,Max Height,8.622336388,3497,2777,-1443,1194
T6,Max Height,6.04286623,3325,3013,-1584,1177
T6,Max Height,7.222836971,3365,2991,-1596,1181
T6,Max Height,8.133150101,3450,2773,-1536,1165
T6,Max Height,5.792899132,3337,3096,-1660,1169
T6,Max Height,6.710229397,3439,2984,-1627,1181
T6,Max Height,6.757433414,3496,2856,-1601,1189
T6,Max Height,5.789840221,3322,3026,-1647,1140
T6,Max Height,5.806779861,3375,2902,-1660,1147
T6,Max Height,6.099999905,3487,2938,-1674,1204
T5,Max Height,4.960999966,3568,3133,-1725,1238
T5,Max Height,5.738199711,3607,3167,-1733,1265
T5,Max Height,6.869900227,3650,3213,-1756,1289
T5,Max Height,8.741000175,3546,3151,-1757,1242
T5,Max Height,8.624187469,3736,3169,-1726,1314
T5,Max Height,9.457911491,3644,3161,-1736,1270
T5,Max Height,5.383639812,3568,3179,-1753,1253
T5,Max Height,7.476511955,3733,3186,-1706,1326
T5,Max Height,8.903946877,3694,3157,-1737,1300
T5,Max Height,7.036280155,3676,3210,-1746,1299
T5,Max Height,9.812275887,3786,3218,-1720,1353
T5,Max Height,9.206741333,3719,3177,-1719,1313
T5,Max Height,5.454440117,3843,3220,-1701,1391
T5,Max Height,7.15608263,3887,3182,-1654,1406
T5,Max Height,6.083296299,3968,3202,-1652,1435
T5,Max Height,8.410719872,3680,3171,-1729,1306
T5,Max Height,8.677327156,3716,3181,-1721,1334
T5,Max Height,6.936157227,3838,3170,-1672,1367
T5,Max Height,3.993720055,3678,3235,-1754,1300
T5,Max Height,7.718093395,3569,3209,-1791,1260
T5,Max Height,8.186747551,3588,3159,-1716,1275
T5,Max Height,1.015840054,3592,3218,-1739,1307
T5,Max Height,6.624633312,3558,3231,-1809,1271
T5,Max Height,3.454658508,3587,3235,-1773,1308
T4,Max Height,0.971406698,3764,2840,-1458,1382
T4,Max Height,1.001988888,3550,2788,-1490,1248
T4,Max Height,2.347416639,4095,2848,-1324,1530
T4,Max Height,1.92916584,3774,2851,-1460,1377
T4,Max Height,5.309573174,4079,2864,-1282,1520
T4,Max Height,5.159214497,3863,2796,-1314,1446
T4,Max Height,7.297060013,3923,2923,-1399,1440
T4,Max Height,8.050480843,4004,2811,-1334,1478
T4,Max Height,10.17034626,3900,2950,-1500,1449
T4,Max Height,9.79580307,3957,2778,-1356,1438
T4,Max Height,11.28825951,3819,2835,-1428,1350
T4,Max Height,9.932340622,3882,2769,-1369,1358
T4,Max Height,9.867853165,3630,2771,-1406,1253
T4,Max Height,8.896333694,3568,2735,-1407,1249
T4,Max Height,9.814463615,3606,2771,-1454,1232
T4,Max Height,8.549192429,3470,2696,-1397,1182
T4,Max Height,10.05700016,3737,2817,-1493,1329
T4,Max Height,8.032119751,3645,2715,-1365,1269
T3,Max Height,2.292696238,4236,2832,-1219,1596
T3,Max Height,1.672731757,4438,2854,-1197,1644
T3,Max Height,0.896193087,4538,2829,-1110,1696
T3,Max Height,1.471427202,4700,2847,-1076,1766
T3,Max Height,0.505959988,3723,2810,-1385,1368
T3,Max Height,2.667698622,3917,2913,-1411,1464
T3,Max Height,3.149518967,4201,2997,-1421,1563
T3,Max Height,1.942759991,4373,2969,-1337,1637
T3,Max Height,1.683394074,4499,2940,-1281,1666
T3,Max Height,4.557879925,3641,2699,-1316,1302
T3,Max Height,4.532820702,3699,2917,-1518,1308
T3,Max Height,3.384135485,3923,3007,-1522,1414
T3,Max Height,4.078894138,4063,2952,-1401,1467
T3,Max Height,4.791714191,4151,2946,-1374,1552
T3,Max Height,7.138759613,3541,2659,-1238,1253
T3,Max Height,6.213449955,3639,2841,-1531,1260
T3,Max Height,5.71930027,3794,2865,-1458,1350
T3,Max Height,3.786703348,4215,2701,-1137,1525
T3,Max Height,2.022614956,4424,2648,-990,1676
T3,Max Height,7.447159767,3340,2718,-1414,1153
T3,Max Height,7.921382427,3646,2725,-1479,1277
T3,Max Height,8.084471703,3863,2600,-1213,1368
T3,Max Height,6.651135921,4337,2437,-896,1613
T3,Max Height,3.833780766,4693,2574,-881,1788
T3,Max Height,8.461240768,2438,2854,-1532,822
T3,Max Height,8.023862839,3672,2605,-1350,1293
T3,Max Height,7.427908421,3912,2516,-1139,1412
T3,Max Height,4.722831249,4408,2442,-859,1639
T3,Max Height,6.316720009,1632,3105,-1608,487
T3,Max Height,7.716580391,3005,2590,-1321,1084
T3,Max Height,9.215192795,3873,2474,-1071,1424
T3,Max Height,8.343431473,4384,2566,-965,1656
T3,Max Height,5.956999779,1912,3027,-1567,558
T3,Max Height,8.10321331,2466,2783,-1464,780
T3,Max Height,9.679093361,3844,2588,-1063,1374
T3,Max Height,4.944240093,4441,2738,-1164,1659
T2,Max Height,1.161833286,3331,3017,-1551,1215
T2,Max Height,3.84766674,3622,2968,-1521,1248
T2,Max Height,3.344833136,3521,3003,-1666,1199
T2,Max Height,0.538999975,3542,3058,-1749,1215
T2,Max Height,0.477448702,3486,2875,-1661,1225
T2,Max Height,1.389019489,3647,3104,-1654,1271
T2,Max Height,3.987189293,3688,3096,-1598,1308
T2,Max Height,3.453690052,3792,3074,-1565,1329
T2,Max Height,0.739373326,3696,3052,-1670,1285
T2,Max Height,0.976981103,3769,2890,-1447,1349
T2,Max Height,2.26139617,3651,2933,-1586,1302
T2,Max Height,3.460163355,3733,3207,-1672,1308
T2,Max Height,3.567991018,3722,3218,-1698,1309
T2,Max Height,1.529882193,3950,3208,-1555,1422
T2,Max Height,0.975310028,3946,3181,-1568,1417
T2,Max Height,4.147624969,3938,2925,-1405,1447
T2,Max Height,5.081095219,3698,2977,-1509,1335
T2,Max Height,5.354871273,3840,3178,-1643,1347
T2,Max Height,6.03675127,3719,3230,-1697,1319
T2,Max Height,5.04716444,3859,3287,-1693,1371
T2,Max Height,1.975270033,4046,3311,-1613,1460
T2,Max Height,6.136070251,3886,2999,-1467,1418
T2,Max Height,5.677775383,3875,3004,-1419,1413
T2,Max Height,5.004147053,4027,3149,-1545,1414
T2,Max Height,4.646676064,3995,3217,-1645,1426
T2,Max Height,2.732943773,3837,3310,-1696,1377
T2,Max Height,5.765478134,3961,3055,-1531,1464
T2,Max Height,5.446194172,4037,3070,-1452,1501
T2,Max Height,4.535881996,4123,3188,-1511,1494
T2,Max Height,2.962615013,4276,3235,-1562,1555
T2,Max Height,0.307073325,4027,3244,-1623,1446
T2,Max Height,5.004010201,4015,3102,-1619,1491
T2,Max Height,4.512508869,4065,3128,-1587,1527
T2,Max Height,5.587163925,4158,3238,-1606,1509
T2,Max Height,0.530267358,4184,3221,-1531,1530
T1,Max Height,0.639999986,4909,2706,-757,1946
T1,Max Height,0.51606667,4949,3139,-985,2032
T1,Max Height,0.457800001,4542,3224,-1133,1826
T1,Max Height,0.457399994,4385,3208,-1174,1761
T1,Max Height,0.525013328,4961,3276,-1033,2027
T1,Max Height,0.46459645,4802,3196,-1051,1918
T1,Max Height,0.400406212,4377,3251,-1202,1729
T1,Max Height,0.661040902,4288,3214,-1200,1713
T1,Max Height,2.039000034,4896,3158,-1029,1965
T1,Max Height,1.433035254,4753,3232,-1073,1939
T1,Max Height,0.64813602,4615,3249,-1120,1850
T1,Max Height,0.484919101,4525,3230,-1158,1798
T1,Max Height,0.737749338,4467,3134,-1135,1761
T1,Max Height,1.427479982,4917,3276,-1120,1989
T1,Max Height,1.289857745,4895,3244,-1082,1971
T1,Max Height,1.144919991,4733,3220,-1123,1899
T1,Max Height,1.364928842,4715,3170,-1054,1900
T1,Max Height,0.915849805,4906,3112,-1026,1932
T1,Max Height,1.556746721,4653,3348,-1206,1891
T1,Max Height,1.970620394,4771,3244,-1135,1911
T1,Max Height,4.11123991,4661,3157,-1111,1853
T1,Max Height,4.170637131,4671,3104,-1070,1847
T1,Max Height,2.337668419,4656,3062,-1053,1902
T1,Max Height,1.523159981,4391,3297,-1251,1754
T1,Max Height,2.902266741,4472,3208,-1198,1763
T1,Max Height,4.654680252,4557,3068,-1081,1803
T1,Max Height,4.769674778,4541,2915,-982,1784
T1,Max Height,2.335688829,4168,2955,-994,1609
T1,Max Height,1.475239992,4530,3278,-1225,1793
T1,Max Height,1.831923604,4037,3186,-1299,1570
T1,Max Height,2.269206285,4102,3055,-1186,1575
T1,Max Height,2.834087133,4175,2952,-1096,1615
T1,Max Height,1.212426662,4383,3344,-1287,1743
T1,Max Height,1.452617764,4131,3133,-1258,1625
T1,Max Height,1.896330714,4552,3013,-1065,1789
T1,Max Height,1.419365287,4607,2983,-992,1830
J2,Max Height,3.241201878,2485,2748,-1358,827
J2,Max Height,3.735775948,3812,2927,-1402,1391
J2,Max Height,3.343574047,4164,3064,-1433,1556
J2,Max Height,2.761016607,3936,3101,-1528,1446
J2,Max Height,2.934018612,4301,3137,-1386,1661
J2,Max Height,3.29304266,4870,3003,-1117,1872
J2,Max Height,3.158859968,4554,3114,-1338,1694
J2,Max Height,11.52692509,2472,2833,-1407,790
J2,Max Height,6.589436531,3085,2927,-1576,1125
J2,Max Height,6.523302555,3910,3098,-1539,1420
J2,Max Height,5.329801559,4139,3130,-1490,1518
J2,Max Height,3.253224134,4061,3114,-1510,1481
