Transect,drone_metric,drone_value,EVI,TCB,TCW,TCG
J2,Max Height,1.912908077,4150,3174,-1519,1518
J2,Max Height,2.415503263,4931,3114,-1198,1915
J2,Max Height,2.144760132,4991,3131,-1175,1892
J2,Max Height,7.192325115,3165,2793,-1480,1038
J2,Max Height,6.857364178,3572,2927,-1641,1233
J2,Max Height,6.789207458,3975,3166,-1558,1469
J2,Max Height,7.569052696,4131,3159,-1540,1491
J2,Max Height,5.650752068,4105,3227,-1536,1520
J2,Max Height,1.67480731,4057,3293,-1575,1508
J2,Max Height,1.117218375,4542,3230,-1366,1718
J2,Max Height,1.164000034,4681,3193,-1283,1774
J2,Max Height,6.855773449,3853,2844,-1455,1339
J2,Max Height,6.528226852,3904,2947,-1518,1394
J2,Max Height,6.423840046,3878,3075,-1608,1387
J2,Max Height,7.486500263,4044,3168,-1593,1464
J2,Max Height,5.841619968,4067,3266,-1567,1530
J2,Max Height,1.892233372,4222,3334,-1558,1576
J2,Max Height,0.688000023,4550,3229,-1374,1720
J1,Max Height,1.096279979,4721,3253,-1339,1823
J1,Max Height,1.395344019,4337,3314,-1496,1648
J1,Max Height,2.652440071,4202,3350,-1610,1573
J1,Max Height,3.915152073,4194,3365,-1608,1563
J1,Max Height,3.157367945,4124,3353,-1644,1544
J1,Max Height,3.393815994,3990,3294,-1638,1474
J1,Max Height,3.396080017,4063,3158,-1499,1504
J1,Max Height,2.594399929,4040,3037,-1456,1459
J1,Max Height,1.184800029,4693,3208,-1272,1830
J1,Max Height,1.474431992,4484,3179,-1322,1725
J1,Max Height,3.723632097,4264,3216,-1447,1624
J1,Max Height,4.627384186,4126,3237,-1546,1554
J1,Max Height,4.429552078,4149,3294,-1589,1544
J1,Max Height,3.779344082,4066,3257,-1559,1518
J1,Max Height,3.615256071,4021,3044,-1505,1480
J1,Max Height,1.629799962,3834,2954,-1353,1381
J1,Max Height,1.318120003,4760,3042,-1156,1827
J1,Max Height,1.070559978,4696,2915,-1114,1792
J1,Max Height,4.206679821,4438,3080,-1275,1683
J1,Max Height,3.860919952,4308,3089,-1375,1602
J1,Max Height,3.908440113,3998,3165,-1628,1511
J1,Max Height,5.61400032,4028,3118,-1556,1435
J1,Max Height,4.131400108,3863,2952,-1428,1392
J1,Max Height,1.486999989,2729,2911,-1300,929
T10,Tree Stems,0,4356,3119,-1234,1711
T10,Tree Stems,0,4209,3188,-1264,1663
T10,Tree Stems,0,4393,3150,-1233,1724
T10,Tree Stems,1,4486,3142,-1140,1763
T10,Tree Stems,0,4145,3174,-1314,1630
T10,Tree Stems,0,4199,3173,-1270,1660
T10,Tree Stems,0,4500,3171,-1210,1784
T10,Tree Stems,3,4700,3135,-1145,1875
T10,Tree Stems,0,4033,3242,-1404,1568
T10,Tree Stems,0,4214,3228,-1358,1660
T10,Tree Stems,0,4361,3211,-1275,1729
T10,Tree Stems,0,4659,3066,-1184,1858
T10,Tree Stems,0,4672,3048,-1148,1839
T10,Tree Stems,0,4316,3035,-1194,1638
T10,Tree Stems,0,4113,3251,-1440,1583
T10,Tree Stems,0,4254,3230,-1358,1675
T10,Tree Stems,0,4470,3170,-1202,1783
T10,Tree Stems,0,4708,3162,-1188,1888
T10,Tree Stems,0,4455,2999,-1241,1692
T10,Tree Stems,5,4318,3089,-1309,1647
T10,Tree Stems,3,4021,3233,-1412,1553
T10,Tree Stems,0,4436,3146,-1310,1722
T10,Tree Stems,1,4518,3146,-1247,1779
T10,Tree Stems,6,4149,2955,-1256,1532
T10,Tree Stems,3,4386,2977,-1261,1617
T10,Tree Stems,8,4501,3007,-1189,1675
T10,Tree Stems,4,4182,3132,-1359,1591
T10,Tree Stems,2,4370,3158,-1326,1688
T10,Tree Stems,7,4582,2709,-1011,1671
T10,Tree Stems,3,4391,2838,-1151,1618
T10,Tree Stems,10,4307,2978,-1222,1596
T10,Tree Stems,1,4532,3009,-1161,1770
T10,Tree Stems,1,4252,2751,-1143,1546
T10,Tree Stems,12,4656,2662,-951,1718
T10,Tree Stems,2,4638,2676,-950,1686
T10,Tree Stems,4,4403,2878,-1182,1614
T10,Tree Stems,0,4699,2972,-1131,1794
T10,Tree Stems,2,4293,2902,-1205,1567
T10,Tree Stems,1,4647,2715,-966,1739
T10,Tree Stems,8,4551,2776,-1026,1685
T9,Tree Stems,0,4527,3196,-1176,1807
T9,Tree Stems,0,4263,3263,-1270,1692
T9,Tree Stems,0,4060,3072,-1200,1606
T9,Tree Stems,0,4302,3215,-1217,1708
T9,Tree Stems,0,4355,3258,-1263,1740
T9,Tree Stems,0,4297,3271,-1323,1707
T9,Tree Stems,0,4118,3010,-1132,1604
T9,Tree Stems,0,4538,3272,-1223,1830
T9,Tree Stems,0,4422,3328,-1286,1780
T9,Tree Stems,0,4295,3322,-1315,1711
T9,Tree Stems,0,4744,3158,-1159,1888
T9,Tree Stems,0,4719,3279,-1163,1907
T9,Tree Stems,0,4639,3335,-1253,1899
T9,Tree Stems,0,4442,3360,-1321,1794
T9,Tree Stems,0,4328,3365,-1387,1727
T9,Tree Stems,0,4527,3336,-1278,1764
T9,Tree Stems,0,4562,3342,-1266,1807
T9,Tree Stems,0,4677,3326,-1277,1860
T9,Tree Stems,0,4596,3317,-1318,1841
T9,Tree Stems,0,4217,3287,-1434,1649
T9,Tree Stems,3,4102,3111,-1269,1546
T9,Tree Stems,2,4289,3236,-1346,1624
T9,Tree Stems,2,4252,3316,-1387,1644
T9,Tree Stems,1,4524,3169,-1243,1804
T9,Tree Stems,7,4252,2770,-1185,1526
T9,Tree Stems,10,4129,2827,-1232,1523
T9,Tree Stems,16,4258,2807,-1169,1594
T9,Tree Stems,4,4576,2769,-1083,1724
T9,Tree Stems,0,3807,2888,-1326,1333
T9,Tree Stems,4,3825,2840,-1304,1383
T9,Tree Stems,10,4049,2793,-1263,1428
T9,Tree Stems,17,4266,2706,-1106,1530
T9,Tree Stems,10,4597,2650,-969,1700
T9,Tree Stems,0,3650,2876,-1364,1279
T9,Tree Stems,2,3758,2895,-1396,1306
T9,Tree Stems,1,3875,2804,-1281,1399
T9,Tree Stems,9,4586,2789,-1064,1680
T9,Tree Stems,6,4615,2877,-1007,1719
T9,Tree Stems,0,4043,2833,-1245,1423
T9,Tree Stems,0,4199,2871,-1291,1501
T9,Tree Stems,0,4369,2807,-1186,1599
T9,Tree Stems,0,4484,2972,-1191,1676
T9,Tree Stems,0,4664,3050,-1183,1811
T9,Tree Stems,0,4652,3127,-1188,1816
T7,Tree Stems,0,3623,3115,-1752,1278
T7,Tree Stems,3,3689,3093,-1701,1292
T7,Tree Stems,2,3633,3055,-1698,1244
T7,Tree Stems,5,3625,3082,-1735,1292
T7,Tree Stems,13,3711,3046,-1667,1291
T7,Tree Stems,11,3689,3040,-1688,1284
T7,Tree Stems,8,3721,3123,-1661,1334
T7,Tree Stems,4,3824,3139,-1647,1362
T7,Tree Stems,12,3822,3117,-1643,1339
T7,Tree Stems,16,3740,3068,-1647,1315
T7,Tree Stems,9,3630,3116,-1621,1275
T7,Tree Stems,20,3904,3144,-1611,1375
T7,Tree Stems,11,3799,3098,-1641,1359
T7,Tree Stems,12,3708,3040,-1651,1302
T7,Tree Stems,9,3579,3110,-1660,1246
T7,Tree Stems,14,3719,3113,-1638,1320
T7,Tree Stems,9,3785,3072,-1635,1342
T7,Tree Stems,3,3690,3018,-1643,1281
T7,Tree Stems,9,3747,3161,-1646,1326
T7,Tree Stems,3,3785,3159,-1645,1359
T7,Tree Stems,8,3708,3090,-1680,1303
T7,Tree Stems,3,3628,3237,-1743,1281
T7,Tree Stems,7,3624,3173,-1731,1268
T7,Tree Stems,5,3658,3135,-1724,1275
T7,Tree Stems,1,3601,3043,-1695,1243
T7,Tree Stems,8,3567,3192,-1782,1251
T7,Tree Stems,8,3464,3102,-1769,1178
T7,Tree Stems,6,3558,3052,-1711,1213
T7,Tree Stems,1,3562,2984,-1663,1237
T7,Tree Stems,0,3820,3230,-1756,1360
T7,Tree Stems,2,3634,3118,-1751,1253
T7,Tree Stems,0,3736,2992,-1630,1280
T7,Tree Stems,0,3618,2931,-1649,1231
T6,Tree Stems,8,3405,2602,-1277,1243
T6,Tree Stems,24,2699,2725,-1362,902
T6,Tree Stems,28,3221,2622,-1372,1153
T6,Tree Stems,24,3367,2727,-1390,1183
T6,Tree Stems,26,2756,2746,-1361,953
T6,Tree Stems,19,3350,2625,-1353,1173
T6,Tree Stems,29,3365,2752,-1447,1156
T6,Tree Stems,25,2773,2737,-1397,957
T6,Tree Stems,19,3337,2639,-1392,1146
T6,Tree Stems,29,3369,2693,-1390,1146
T6,Tree Stems,8,1892,2971,-1498,603
T6,Tree Stems,26,3074,2653,-1376,1078
T6,Tree Stems,24,3298,2745,-1451,1138
T6,Tree Stems,27,3327,2695,-1436,1140
T6,Tree Stems,11,2325,2992,-1415,783
T6,Tree Stems,13,3214,2735,-1429,1126
T6,Tree Stems,19,3346,2847,-1466,1160
T6,Tree Stems,28,3414,2730,-1454,1164
T6,Tree Stems,8,2983,2862,-1470,1004
T6,Tree Stems,9,3290,2887,-1491,1139
T6,Tree Stems,11,3376,2904,-1518,1181
T6,Tree Stems,15,3497,2777,-1443,1194
T6,Tree Stems,5,3026,2992,-1554,1069
T6,Tree Stems,6,3325,3013,-1584,1177
T6,Tree Stems,9,3365,2991,-1596,1181
T6,Tree Stems,12,3450,2773,-1536,1165
T6,Tree Stems,1,3114,3110,-1657,1084
T6,Tree Stems,5,3337,3096,-1660,1169
T6,Tree Stems,9,3439,2984,-1627,1181
T6,Tree Stems,5,3496,2856,-1601,1189
T6,Tree Stems,0,3217,3109,-1670,1134
T6,Tree Stems,7,3322,3026,-1647,1140
T6,Tree Stems,5,3375,2902,-1660,1147
T5,Tree Stems,3,3618,3141,-1659,1316
T5,Tree Stems,9,3504,3131,-1698,1215
T5,Tree Stems,2,3578,3163,-1739,1240
T5,Tree Stems,1,3568,3133,-1725,1238
T5,Tree Stems,1,3607,3167,-1733,1265
T5,Tree Stems,3,3650,3213,-1756,1289
T5,Tree Stems,0,3656,3178,-1713,1292
T5,Tree Stems,3,3546,3151,-1757,1242
T5,Tree Stems,4,3736,3169,-1726,1314
T5,Tree Stems,12,3644,3161,-1736,1270
T5,Tree Stems,10,3665,3165,-1684,1309
T5,Tree Stems,4,3568,3179,-1753,1253
T5,Tree Stems,3,3733,3186,-1706,1326
T5,Tree Stems,3,3694,3157,-1737,1300
T5,Tree Stems,4,3716,3142,-1671,1307
T5,Tree Stems,4,3676,3210,-1746,1299
T5,Tree Stems,6,3786,3218,-1720,1353
T5,Tree Stems,11,3719,3177,-1719,1313
T5,Tree Stems,7,3734,3180,-1737,1310
T5,Tree Stems,0,3843,3220,-1701,1391
T5,Tree Stems,4,3887,3182,-1654,1406
T5,Tree Stems,2,3968,3202,-1652,1435
T5,Tree Stems,2,3591,3195,-1749,1265
T5,Tree Stems,4,3680,3171,-1729,1306
T5,Tree Stems,2,3716,3181,-1721,1334
T5,Tree Stems,13,3838,3170,-1672,1367
T5,Tree Stems,6,3626,3179,-1688,1290
T5,Tree Stems,1,3678,3235,-1754,1300
T5,Tree Stems,5,3569,3209,-1791,1260
T5,Tree Stems,9,3588,3159,-1716,1275
T5,Tree Stems,1,3646,3115,-1676,1272
T5,Tree Stems,0,3592,3218,-1739,1307
T5,Tree Stems,2,3558,3231,-1809,1271
T5,Tree Stems,0,3587,3235,-1773,1308
T5,Tree Stems,0,3470,3245,-1730,1275
T5,Tree Stems,0,3586,3292,-1758,1283
T4,Tree Stems,1,3760,2931,-1486,1387
T4,Tree Stems,0,3605,2830,-1528,1294
T4,Tree Stems,0,3368,2834,-1570,1212
T4,Tree Stems,0,3764,2840,-1458,1382
T4,Tree Stems,0,3550,2788,-1490,1248
T4,Tree Stems,0,3381,2820,-1562,1219
T4,Tree Stems,0,4095,2848,-1324,1530
T4,Tree Stems,0,3774,2851,-1460,1377
T4,Tree Stems,1,3558,2803,-1464,1284
T4,Tree Stems,3,4079,2864,-1282,1520
T4,Tree Stems,0,3863,2796,-1314,1446
T4,Tree Stems,1,3944,2723,-1210,1474
T4,Tree Stems,6,3844,2976,-1453,1435
T4,Tree Stems,17,3923,2923,-1399,1440
T4,Tree Stems,3,4004,2811,-1334,1478
T4,Tree Stems,4,3811,2752,-1223,1382
T4,Tree Stems,3,3809,2982,-1550,1413
T4,Tree Stems,10,3900,2950,-1500,1449
T4,Tree Stems,23,3957,2778,-1356,1438
T4,Tree Stems,12,3787,2808,-1376,1327
T4,Tree Stems,11,3700,2923,-1541,1329
T4,Tree Stems,26,3819,2835,-1428,1350
T4,Tree Stems,24,3882,2769,-1369,1358
T4,Tree Stems,24,3735,2818,-1410,1298
T4,Tree Stems,22,3611,2817,-1489,1221
T4,Tree Stems,31,3630,2771,-1406,1253
T4,Tree Stems,36,3568,2735,-1407,1249
T4,Tree Stems,48,3541,2698,-1418,1186
T4,Tree Stems,19,3574,2813,-1482,1234
T4,Tree Stems,37,3606,2771,-1454,1232
T4,Tree Stems,53,3470,2696,-1397,1182
T4,Tree Stems,37,3509,2636,-1355,1217
T4,Tree Stems,20,3737,2817,-1493,1329
T4,Tree Stems,33,3645,2715,-1365,1269
T4,Tree Stems,23,3549,2608,-1337,1211
T3,Tree Stems,0,4180,2765,-1194,1517
T3,Tree Stems,0,4259,2793,-1179,1563
T3,Tree Stems,0,4290,2824,-1185,1598
T3,Tree Stems,1,4228,2911,-1295,1568
T3,Tree Stems,0,4438,2854,-1197,1644
T3,Tree Stems,0,4538,2829,-1110,1696
T3,Tree Stems,0,4700,2847,-1076,1766
T3,Tree Stems,0,4584,2848,-1161,1709
T3,Tree Stems,0,3917,2913,-1411,1464
T3,Tree Stems,2,4201,2997,-1421,1563
T3,Tree Stems,0,4373,2969,-1337,1637
T3,Tree Stems,1,4499,2940,-1281,1666
T3,Tree Stems,0,4531,2889,-1271,1671
T3,Tree Stems,6,3699,2917,-1518,1308
T3,Tree Stems,2,3923,3007,-1522,1414
T3,Tree Stems,1,4063,2952,-1401,1467
T3,Tree Stems,5,4151,2946,-1374,1552
T3,Tree Stems,22,3639,2841,-1531,1260
T3,Tree Stems,7,3794,2865,-1458,1350
T3,Tree Stems,1,4215,2701,-1137,1525
T3,Tree Stems,0,4424,2648,-990,1676
T3,Tree Stems,20,3340,2718,-1414,1153
T3,Tree Stems,36,3646,2725,-1479,1277
T3,Tree Stems,38,3863,2600,-1213,1368
T3,Tree Stems,4,4337,2437,-896,1613
T3,Tree Stems,1,4693,2574,-881,1788
T3,Tree Stems,36,2438,2854,-1532,822
T3,Tree Stems,30,3672,2605,-1350,1293
T3,Tree Stems,35,3912,2516,-1139,1412
T3,Tree Stems,5,4408,2442,-859,1639
T3,Tree Stems,0,2303,2665,-1432,758
T3,Tree Stems,21,1632,3105,-1608,487
T3,Tree Stems,22,3005,2590,-1321,1084
T3,Tree Stems,32,3873,2474,-1071,1424
T3,Tree Stems,9,4384,2566,-965,1656
T3,Tree Stems,1,1912,3027,-1567,558
T3,Tree Stems,17,2466,2783,-1464,780
T3,Tree Stems,18,3844,2588,-1063,1374
T3,Tree Stems,10,1810,3122,-1600,511
T3,Tree Stems,6,3182,2783,-1294,1146
T2,Tree Stems,1,2562,3024,-1602,755
T2,Tree Stems,0,2570,3114,-1612,896
T2,Tree Stems,2,3622,2968,-1521,1248
T2,Tree Stems,0,3521,3003,-1666,1199
T2,Tree Stems,0,3542,3058,-1749,1215
T2,Tree Stems,0,3784,3159,-1666,1360
T2,Tree Stems,0,3647,3104,-1654,1271
T2,Tree Stems,4,3688,3096,-1598,1308
T2,Tree Stems,0,3792,3074,-1565,1329
T2,Tree Stems,0,3696,3052,-1670,1285
T2,Tree Stems,0,3658,3137,-1702,1262
T2,Tree Stems,1,3651,2933,-1586,1302
T2,Tree Stems,1,3733,3207,-1672,1308
T2,Tree Stems,0,3722,3218,-1698,1309
T2,Tree Stems,0,3950,3208,-1555,1422
T2,Tree Stems,0,3946,3181,-1568,1417
T2,Tree Stems,3,3938,2925,-1405,1447
T2,Tree Stems,7,3698,2977,-1509,1335
T2,Tree Stems,8,3840,3178,-1643,1347
T2,Tree Stems,4,3719,3230,-1697,1319
T2,Tree Stems,1,3859,3287,-1693,1371
T2,Tree Stems,4,3866,3027,-1561,1412
T2,Tree Stems,8,3886,2999,-1467,1418
T2,Tree Stems,10,3875,3004,-1419,1413
T2,Tree Stems,6,4027,3149,-1545,1414
T2,Tree Stems,6,3995,3217,-1645,1426
T2,Tree Stems,5,3843,3040,-1596,1417
T2,Tree Stems,7,3961,3055,-1531,1464
T2,Tree Stems,7,4037,3070,-1452,1501
T2,Tree Stems,4,4123,3188,-1511,1494
T2,Tree Stems,4,4276,3235,-1562,1555
T2,Tree Stems,1,3985,3072,-1590,1466
T2,Tree Stems,2,4015,3102,-1619,1491
T2,Tree Stems,4,4065,3128,-1587,1527
T2,Tree Stems,3,4158,3238,-1606,1509
T2,Tree Stems,0,4000,3141,-1652,1499
T1,Tree Stems,0,4831,3266,-1132,1987
T1,Tree Stems,0,4949,3139,-985,2032
T1,Tree Stems,0,4542,3224,-1133,1826
T1,Tree Stems,0,4385,3208,-1174,1761
T1,Tree Stems,0,4432,3181,-1173,1767
T1,Tree Stems,0,4961,3276,-1033,2027
T1,Tree Stems,0,4802,3196,-1051,1918
T1,Tree Stems,0,4377,3251,-1202,1729
T1,Tree Stems,0,4288,3214,-1200,1713
T1,Tree Stems,0,4275,3176,-1224,1675
T1,Tree Stems,0,4753,3232,-1073,1939
T1,Tree Stems,0,4615,3249,-1120,1850
T1,Tree Stems,0,4525,3230,-1158,1798
T1,Tree Stems,0,4467,3134,-1135,1761
T1,Tree Stems,0,4895,3244,-1082,1971
T1,Tree Stems,0,4733,3220,-1123,1899
T1,Tree Stems,0,4715,3170,-1054,1900
T1,Tree Stems,0,4906,3112,-1026,1932
T1,Tree Stems,0,4653,3348,-1206,1891
T1,Tree Stems,0,4771,3244,-1135,1911
T1,Tree Stems,7,4661,3157,-1111,1853
T1,Tree Stems,2,4671,3104,-1070,1847
T1,Tree Stems,0,4656,3062,-1053,1902
T1,Tree Stems,0,4391,3297,-1251,1754
T1,Tree Stems,2,4472,3208,-1198,1763
T1,Tree Stems,1,4557,3068,-1081,1803
T1,Tree Stems,19,4541,2915,-982,1784
T1,Tree Stems,0,4671,3212,-1126,1868
T1,Tree Stems,1,4530,3278,-1225,1793
T1,Tree Stems,0,4037,3186,-1299,1570
T1,Tree Stems,0,4102,3055,-1186,1575
T1,Tree Stems,0,4175,2952,-1096,1615
T1,Tree Stems,1,4718,3296,-1184,1901
T1,Tree Stems,0,4383,3344,-1287,1743
T1,Tree Stems,0,4131,3133,-1258,1625
T1,Tree Stems,0,4552,3013,-1065,1789
T1,Tree Stems,0,4607,2983,-992,1830
T1,Tree Stems,0,4458,3237,-1239,1775
T1,Tree Stems,0,4485,3106,-1194,1775
T1,Tree Stems,2,5078,3025,-948,2041
T1,Tree Stems,0,4655,3161,-1141,1850
J2,Tree Stems,0,3701,2942,-1507,1359
J2,Tree Stems,0,3819,3073,-1609,1391
J2,Tree Stems,0,4034,3061,-1510,1482
J2,Tree Stems,1,4393,3127,-1418,1610
J2,Tree Stems,0,4293,3186,-1435,1616
J2,Tree Stems,2,2485,2748,-1358,827
J2,Tree Stems,1,3812,2927,-1402,1391
J2,Tree Stems,0,4164,3064,-1433,1556
J2,Tree Stems,1,3936,3101,-1528,1446
J2,Tree Stems,0,4301,3137,-1386,1661
J2,Tree Stems,5,4870,3003,-1117,1872
J2,Tree Stems,0,4554,3114,-1338,1694
J2,Tree Stems,1,3001,2922,-1493,1082
J2,Tree Stems,5,2472,2833,-1407,790
J2,Tree Stems,7,3085,2927,-1576,1125
J2,Tree Stems,2,3910,3098,-1539,1420
J2,Tree Stems,3,4139,3130,-1490,1518
J2,Tree Stems,0,4061,3114,-1510,1481
J2,Tree Stems,0,4150,3174,-1519,1518
J2,Tree Stems,0,4931,3114,-1198,1915
J2,Tree Stems,0,4991,3131,-1175,1892
J2,Tree Stems,3,2206,2822,-1390,717
J2,Tree Stems,9,3165,2793,-1480,1038
J2,Tree Stems,9,3572,2927,-1641,1233
J2,Tree Stems,3,3975,3166,-1558,1469
J2,Tree Stems,3,4131,3159,-1540,1491
J2,Tree Stems,0,4105,3227,-1536,1520
J2,Tree Stems,0,4057,3293,-1575,1508
J2,Tree Stems,0,4542,3230,-1366,1718
J2,Tree Stems,4,2950,2770,-1366,1016
J2,Tree Stems,2,3853,2844,-1455,1339
J2,Tree Stems,3,3904,2947,-1518,1394
J2,Tree Stems,1,3878,3075,-1608,1387
J2,Tree Stems,3,4044,3168,-1593,1464
J2,Tree Stems,2,4241,2843,-1223,1559
J2,Tree Stems,9,4463,2892,-1226,1664
J2,Tree Stems,1,4629,2894,-1161,1713
J1,Tree Stems,0,4559,3272,-1374,1798
J1,Tree Stems,0,4629,3331,-1394,1794
J1,Tree Stems,0,4481,3380,-1522,1705
J1,Tree Stems,0,4358,3394,-1575,1640
J1,Tree Stems,0,4243,3420,-1614,1596
J1,Tree Stems,0,4159,3371,-1658,1539
J1,Tree Stems,0,3950,3314,-1707,1450
J1,Tree Stems,1,4137,3170,-1521,1525
J1,Tree Stems,0,4099,3065,-1474,1496
J1,Tree Stems,0,3756,2989,-1472,1347
J1,Tree Stems,0,4799,3126,-1243,1854
J1,Tree Stems,0,4721,3253,-1339,1823
J1,Tree Stems,0,4337,3314,-1496,1648
J1,Tree Stems,0,4202,3350,-1610,1573
J1,Tree Stems,1,4194,3365,-1608,1563
J1,Tree Stems,0,4124,3353,-1644,1544
J1,Tree Stems,1,3990,3294,-1638,1474
J1,Tree Stems,0,4063,3158,-1499,1504
J1,Tree Stems,1,4040,3037,-1456,1459
J1,Tree Stems,0,2933,3012,-1467,1027
J1,Tree Stems,0,5002,3163,-1140,1973
J1,Tree Stems,0,4693,3208,-1272,1830
J1,Tree Stems,0,4484,3179,-1322,1725
J1,Tree Stems,3,4264,3216,-1447,1624
J1,Tree Stems,4,4126,3237,-1546,1554
J1,Tree Stems,2,4149,3294,-1589,1544
J1,Tree Stems,1,4066,3257,-1559,1518
J1,Tree Stems,1,4021,3044,-1505,1480
J1,Tree Stems,0,3834,2954,-1353,1381
J1,Tree Stems,0,2344,2870,-1362,710
J1,Tree Stems,0,4978,3091,-1120,1928
J1,Tree Stems,0,4760,3042,-1156,1827
J1,Tree Stems,0,4696,2915,-1114,1792
J1,Tree Stems,1,4438,3080,-1275,1683
J1,Tree Stems,3,4308,3089,-1375,1602
J1,Tree Stems,1,3998,3165,-1628,1511
J1,Tree Stems,5,4028,3118,-1556,1435
J1,Tree Stems,1,3863,2952,-1428,1392
J1,Tree Stems,0,2729,2911,-1300,929
J1,Tree Stems,0,3127,2765,-1294,1076
J1,Tree Stems,1,5046,3047,-1114,1911
J1,Tree Stems,0,4829,2971,-1084,1861
J1,Tree Stems,0,4746,2990,-1130,1794
J1,Tree Stems,0,4486,3122,-1322,1709
J1,Tree Stems,0,4347,3135,-1368,1634
J1,Tree Stems,0,4066,3108,-1535,1521
J1,Tree Stems,0,3797,2971,-1582,1333
J1,Tree Stems,0,3060,2854,-1406,1011
J1,Tree Stems,0,2485,2748,-1358,827
J1,Tree Stems,0,3812,2927,-1402,1391
